text,reading,roles,predicate_frame,standalone_kind,provenance_ids
用品,ㄩㄥ4 ㄆㄧㄣ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
相比,ㄒㄧㄤ1 ㄅㄧ3,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
收藏,ㄕㄡ1 ㄘㄤ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
替代,ㄊㄧ4 ㄉㄞ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
古老,ㄍㄨ3 ㄌㄠ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
旗下,ㄑㄧ2 ㄒㄧㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
俄國,ㄜ2 ㄍㄨㄛ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
公寓,ㄍㄨㄥ1 ㄩ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
最初,ㄗㄨㄟ4 ㄔㄨ1,temporal,none,lexical-prompt,local:naer-top-10000-generation-v1
朝廷,ㄔㄠ2 ㄊㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
選區,ㄒㄩㄢ3 ㄑㄩ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
邊緣,ㄅㄧㄢ1 ㄩㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
圖案,ㄊㄨ2 ㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
裝飾,ㄓㄨㄤ1 ㄕ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
諮詢,ㄗ1 ㄒㄩㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
野生,ㄧㄝ3 ㄕㄥ1,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
贊助,ㄗㄢ4 ㄓㄨ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
延伸,ㄧㄢ2 ㄕㄣ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
轉換,ㄓㄨㄢ3 ㄏㄨㄢ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
蘇,ㄙㄨ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
海域,ㄏㄞ3 ㄩ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
相機,ㄒㄧㄤ4 ㄐㄧ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
代理,ㄉㄞ4 ㄌㄧ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
阻止,ㄗㄨ3 ㄓ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
加拿大,ㄐㄧㄚ1 ㄋㄚ2 ㄉㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
鄉鎮,ㄒㄧㄤ1 ㄓㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
去世,ㄑㄩ4 ㄕ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
著作,ㄓㄨ4 ㄗㄨㄛ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
謂,ㄨㄟ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
民,ㄇㄧㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
球場,ㄑㄧㄡ2 ㄔㄤ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
退出,ㄊㄨㄟ4 ㄔㄨ1,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
商人,ㄕㄤ1 ㄖㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
下令,ㄒㄧㄚ4 ㄌㄧㄥ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
評價,ㄆㄧㄥ2 ㄐㄧㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
故宮,ㄍㄨ4 ㄍㄨㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
體育,ㄊㄧ3 ㄩ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
南京,ㄋㄢ2 ㄐㄧㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
爆炸,ㄅㄠ4 ㄓㄚ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
義務,ㄧ4 ㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
相似,ㄒㄧㄤ1 ㄙ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
節省,ㄐㄧㄝ2 ㄕㄥ3,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
宣稱,ㄒㄩㄢ1 ㄔㄥ1,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
碼頭,ㄇㄚ3 ㄊㄡ5,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
升級,ㄕㄥ1 ㄐㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
王子,ㄨㄤ2 ㄗ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
立法,ㄌㄧ4 ㄈㄚ3,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
石油,ㄕ2 ㄧㄡ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
早年,ㄗㄠ3 ㄋㄧㄢ2,temporal,none,lexical-prompt,local:naer-top-10000-generation-v1
編輯,ㄅㄧㄢ1 ㄐㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
主流,ㄓㄨ3 ㄌㄧㄡ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
原有,ㄩㄢ2 ㄧㄡ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
以色列,ㄧ3 ㄙㄜ4 ㄌㄧㄝ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
東部,ㄉㄨㄥ1 ㄅㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
製成,ㄓ4 ㄔㄥ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
岸,ㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
東北,ㄉㄨㄥ1 ㄅㄟ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
繼承,ㄐㄧ4 ㄔㄥ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
內閣,ㄋㄟ4 ㄍㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
戰場,ㄓㄢ4 ㄔㄤ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
無關,ㄨ2 ㄍㄨㄢ1,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
中山,ㄓㄨㄥ1 ㄕㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
中部,ㄓㄨㄥ1 ㄅㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
現今,ㄒㄧㄢ4 ㄐㄧㄣ1,temporal,none,lexical-prompt,local:naer-top-10000-generation-v1
德,ㄉㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
長官,ㄓㄤ3 ㄍㄨㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
騎士,ㄑㄧ2 ㄕ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
法案,ㄈㄚ3 ㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
演唱,ㄧㄢ3 ㄔㄤ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
通車,ㄊㄨㄥ1 ㄔㄜ1,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
延長,ㄧㄢ2 ㄔㄤ2,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
創立,ㄔㄨㄤ4 ㄌㄧ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
轉移,ㄓㄨㄢ3 ㄧ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
後者,ㄏㄡ4 ㄓㄜ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
外科,ㄨㄞ4 ㄎㄜ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
誕生,ㄉㄢ4 ㄕㄥ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
種族,ㄓㄨㄥ3 ㄗㄨ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
獎勵,ㄐㄧㄤ3 ㄌㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
負,ㄈㄨ4,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
奧運,ㄠ4 ㄩㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
日期,ㄖ4 ㄑㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
街道,ㄐㄧㄝ1 ㄉㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
分布,ㄈㄣ1 ㄅㄨ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
演奏,ㄧㄢ3 ㄗㄡ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
動畫,ㄉㄨㄥ4 ㄏㄨㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
隊員,ㄉㄨㄟ4 ㄩㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
河流,ㄏㄜ2 ㄌㄧㄡ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
物種,ㄨ4 ㄓㄨㄥ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
大道,ㄉㄚ4 ㄉㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
選出,ㄒㄩㄢ3 ㄔㄨ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
主體,ㄓㄨ3 ㄊㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
公會,ㄍㄨㄥ1 ㄏㄨㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
釋放,ㄕ4 ㄈㄤ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
南方,ㄋㄢ2 ㄈㄤ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
廣東,ㄍㄨㄤ3 ㄉㄨㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
遊行,ㄧㄡ2 ㄒㄧㄥ2,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
風暴,ㄈㄥ1 ㄅㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
傳奇,ㄔㄨㄢ2 ㄑㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
保守,ㄅㄠ3 ㄕㄡ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
分裂,ㄈㄣ1 ㄌㄧㄝ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
率領,ㄕㄨㄞ4 ㄌㄧㄥ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
題材,ㄊㄧ2 ㄘㄞ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
氣體,ㄑㄧ4 ㄊㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
混合,ㄏㄨㄣ4 ㄏㄜ2,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
注重,ㄓㄨ4 ㄓㄨㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
傑出,ㄐㄧㄝ2 ㄔㄨ1,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
表明,ㄅㄧㄠ3 ㄇㄧㄥ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
濃度,ㄋㄨㄥ2 ㄉㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
軌道,ㄍㄨㄟ3 ㄉㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
神話,ㄕㄣ2 ㄏㄨㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
唐,ㄊㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
恐龍,ㄎㄨㄥ3 ㄌㄨㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
緬甸,ㄇㄧㄢ3 ㄉㄧㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
客運,ㄎㄜ4 ㄩㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
聚會,ㄐㄩ4 ㄏㄨㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
樓梯,ㄌㄡ2 ㄊㄧ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
符號,ㄈㄨ2 ㄏㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
珊瑚,ㄕㄢ1 ㄏㄨ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
血壓,ㄒㄧㄝ3 ㄧㄚ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
清朝,ㄑㄧㄥ1 ㄔㄠ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
董事,ㄉㄨㄥ3 ㄕ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
物理,ㄨ4 ㄌㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
走廊,ㄗㄡ3 ㄌㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
等級,ㄉㄥ3 ㄐㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
廣州,ㄍㄨㄤ3 ㄓㄡ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
並非,ㄅㄧㄥ4 ㄈㄟ1,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
發達,ㄈㄚ1 ㄉㄚ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
工資,ㄍㄨㄥ1 ㄗ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
列入,ㄌㄧㄝ4 ㄖㄨ4,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
擊敗,ㄐㄧ2 ㄅㄞ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
市政,ㄕ4 ㄓㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
個體,ㄍㄜ4 ㄊㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
巴西,ㄅㄚ1 ㄒㄧ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
湯姆,ㄊㄤ1 ㄇㄨ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
趙,ㄓㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
鳥類,ㄋㄧㄠ3 ㄌㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
巴士,ㄅㄚ1 ㄕ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
制定,ㄓ4 ㄉㄧㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
階層,ㄐㄧㄝ1 ㄘㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
文獻,ㄨㄣ2 ㄒㄧㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
職,ㄓ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
實體,ㄕ2 ㄊㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
福建,ㄈㄨ2 ㄐㄧㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
島嶼,ㄉㄠ3 ㄩ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
瑞士,ㄖㄨㄟ4 ㄕ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
貴族,ㄍㄨㄟ4 ㄗㄨ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
設有,ㄕㄜ4 ㄧㄡ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
頻率,ㄆㄧㄣ2 ㄌㄩ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
土耳其,ㄊㄨ3 ㄦ3 ㄑㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
播出,ㄅㄛ4 ㄔㄨ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
聯邦,ㄌㄧㄢ2 ㄅㄤ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
加州,ㄐㄧㄚ1 ㄓㄡ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
完善,ㄨㄢ2 ㄕㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
入侵,ㄖㄨ4 ㄑㄧㄣ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
興起,ㄒㄧㄥ1 ㄑㄧ3,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
黑人,ㄏㄟ1 ㄖㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
四川,ㄙ4 ㄔㄨㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
引擎,ㄧㄣ3 ㄑㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
上映,ㄕㄤ4 ㄧㄥ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
電梯,ㄉㄧㄢ4 ㄊㄧ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
票房,ㄆㄧㄠ4 ㄈㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
物體,ㄨ4 ㄊㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
王朝,ㄨㄤ2 ㄔㄠ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
劇情,ㄐㄩ4 ㄑㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
任職,ㄖㄣ4 ㄓ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
乾燥,ㄍㄢ1 ㄗㄠ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
強度,ㄑㄧㄤ2 ㄉㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
西部,ㄒㄧ1 ㄅㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
外來,ㄨㄞ4 ㄌㄞ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
程,ㄔㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
連接,ㄌㄧㄢ2 ㄐㄧㄝ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
緊密,ㄐㄧㄣ3 ㄇㄧ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
持有,ㄔ2 ㄧㄡ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
名義,ㄇㄧㄥ2 ㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
核,ㄏㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
鬥爭,ㄉㄡ4 ㄓㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
口號,ㄎㄡ3 ㄏㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
倫理,ㄌㄨㄣ2 ㄌㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
幻想,ㄏㄨㄢ4 ㄒㄧㄤ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
唱片,ㄔㄤ4 ㄆㄧㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
自稱,ㄗ4 ㄔㄥ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
榮譽,ㄖㄨㄥ2 ㄩ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
專用,ㄓㄨㄢ1 ㄩㄥ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
漢,ㄏㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
王國,ㄨㄤ2 ㄍㄨㄛ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
大使,ㄉㄚ4 ㄕ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
空軍,ㄎㄨㄥ1 ㄐㄩㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
復興,ㄈㄨ4 ㄒㄧㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
籃球,ㄌㄢ2 ㄑㄧㄡ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
全家,ㄑㄩㄢ2 ㄐㄧㄚ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
特有,ㄊㄜ4 ㄧㄡ3,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
法庭,ㄈㄚ3 ㄊㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
帶走,ㄉㄞ4 ㄗㄡ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
出任,ㄔㄨ1 ㄖㄣ4,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
國軍,ㄍㄨㄛ2 ㄐㄩㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
行走,ㄒㄧㄥ2 ㄗㄡ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
虛擬,ㄒㄩ1 ㄋㄧ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
弟子,ㄉㄧ4 ㄗ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
沿海,ㄧㄢ2 ㄏㄞ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
平原,ㄆㄧㄥ2 ㄩㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
否定,ㄈㄡ3 ㄉㄧㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
